videoName,DMOS,std
Dinner_1080p_30hz_q_29,49.04094018,11.8720277
Dinner_1080p_30hz_q_33,60.87014822,11.19629266
Dinner_1080p_60hz_q_25,34.27725156,11.59685887
Dinner_1080p_60hz_q_31,55.57781455,10.83526901
Dinner_1080p_60hz_q_35,65.6453398,7.881176747
Dinner_2160p_30hz_q_31,38.68766912,6.841340007
Dinner_2160p_30hz_q_37,56.49563763,7.933999695
Dinner_2160p_30hz_q_41,65.31660816,8.522512041
Dinner_2160p_60hz_q_25,28.11106585,10.46593862
Dinner_2160p_60hz_q_33,41.75733547,9.458226525
Dinner_2160p_60hz_q_37,56.90858965,9.645467093
Dinner_2160p_60hz_q_41,63.92499358,11.62934892
Dinner_2160p_60hz_q_49,82.45013025,7.692962973
Dinner_540p_30hz_q_17,35.10765038,6.074740161
Dinner_540p_30hz_q_21,42.33705634,7.557858984
Dinner_540p_30hz_q_25,52.74533798,9.927066818
Dinner_540p_60hz_q_19,37.87617295,10.87842141
Dinner_540p_60hz_q_23,48.00826917,9.846272055
Dinner_540p_60hz_q_25,52.91396633,9.496161375
Dinner_720p_30hz_q_21,36.64667042,10.73702293
Dinner_720p_30hz_q_25,47.34051873,9.393647845
Dinner_720p_30hz_q_27,52.57676194,8.131735792
Dinner_720p_60hz_q_21,36.89966676,6.280044112
Dinner_720p_60hz_q_25,47.19826163,8.84294255
Dinner_720p_60hz_q_29,57.30235635,10.47001214
Discuss_1080p_30hz_q_25,33.95568541,6.713417794
Discuss_1080p_30hz_q_29,39.84256669,6.874487088
Discuss_1080p_30hz_q_33,52.79943664,11.30342268
Discuss_1080p_30hz_q_37,68.22682623,10.23806285
Discuss_1080p_60hz_q_25,30.36652415,7.812072879
Discuss_1080p_60hz_q_29,36.25479619,6.264423818
Discuss_1080p_60hz_q_35,60.33279159,9.892804716
Discuss_1080p_60hz_q_39,75.048102,7.975760599
Discuss_2160p_30hz_q_31,33.12877051,6.760208353
Discuss_2160p_30hz_q_35,39.41376444,7.141295659
Discuss_2160p_30hz_q_41,65.64171575,11.89422922
Discuss_2160p_30hz_q_45,77.76100469,8.488441555
Discuss_2160p_60hz_q_27,27.55993391,5.922600994
Discuss_2160p_60hz_q_33,29.7571825,6.586085569
Discuss_2160p_60hz_q_37,41.94466695,9.749650528
Discuss_2160p_60hz_q_43,71.46914548,7.006750506
Discuss_2160p_60hz_q_49,81.91724216,7.431894514
Discuss_540p_30hz_q_17,41.36630117,7.460703751
Discuss_540p_30hz_q_21,45.07315728,7.897882937
Discuss_540p_30hz_q_29,60.52459298,9.703986398
Discuss_540p_60hz_q_19,43.74040855,9.631459781
Discuss_540p_60hz_q_23,46.63371575,10.24653359
Discuss_540p_60hz_q_31,69.76608926,6.783970112
Discuss_720p_30hz_q_21,37.42925292,7.609649902
Discuss_720p_30hz_q_25,41.98009337,8.124473345
Discuss_720p_30hz_q_29,53.88628928,9.576849727
Discuss_720p_30hz_q_33,66.501167,6.416841005
Discuss_720p_60hz_q_21,34.10206098,6.470918311
Discuss_720p_60hz_q_25,39.94991724,8.858618009
Discuss_720p_60hz_q_31,61.29344799,9.862622799
Discuss_720p_60hz_q_35,71.93570458,8.619377906
Football_1080p_30hz_q_27,40.57342765,11.10751626
Football_1080p_30hz_q_31,42.5701113,10.93052248
Football_1080p_30hz_q_35,49.56213478,11.71611826
Football_1080p_30hz_q_41,66.12231774,9.381989219
Football_1080p_60hz_q_29,31.51425983,9.176745405
Football_1080p_60hz_q_33,37.18247154,8.398798765
Football_1080p_60hz_q_37,46.73555704,9.805034983
Football_1080p_60hz_q_43,67.12367239,9.914504702
Football_2160p_30hz_q_33,36.78004825,11.93263722
Football_2160p_30hz_q_39,44.92841947,11.36638748
Football_2160p_30hz_q_43,52.05851154,9.085964108
Football_2160p_30hz_q_47,69.18615365,9.75502693
Football_2160p_60hz_q_27,29.16172065,5.586092659
Football_2160p_60hz_q_35,30.16447296,8.319778989
Football_2160p_60hz_q_41,40.12955459,9.147609454
Football_2160p_60hz_q_45,52.99484944,11.20097886
Football_2160p_60hz_q_51,77.30998662,6.758879481
Football_540p_30hz_q_17,46.80870661,12.56208694
Football_540p_30hz_q_23,49.76685944,11.1554941
Football_540p_30hz_q_33,63.99949198,8.73691505
Football_540p_60hz_q_21,42.48844753,9.469866907
Football_540p_60hz_q_27,48.86603216,10.01250101
Football_540p_60hz_q_35,65.37989252,7.205005422
Football_720p_30hz_q_21,38.76814906,9.644683459
Football_720p_30hz_q_27,44.26949094,10.10003321
Football_720p_30hz_q_31,48.34102593,12.81339449
Football_720p_30hz_q_37,64.35441923,11.46962472
Football_720p_60hz_q_25,34.37787774,9.857273535
Football_720p_60hz_q_29,38.67599499,10.87874623
Football_720p_60hz_q_33,51.43912606,9.493661928
Football_720p_60hz_q_39,67.59724183,10.03423976
HoneyBee_1080p_120hz_q_23,29.97857362,9.195361685
HoneyBee_1080p_120hz_q_27,32.9114641,8.025638472
HoneyBee_1080p_120hz_q_33,46.03914268,11.41215392
HoneyBee_1080p_120hz_q_37,59.6261452,9.197461208
HoneyBee_1080p_60hz_q_23,30.82428793,7.116997425
HoneyBee_1080p_60hz_q_27,32.7362678,7.205267606
HoneyBee_1080p_60hz_q_31,42.84423807,12.94471185
HoneyBee_1080p_60hz_q_35,50.07720537,9.957558395
HoneyBee_2160p_120hz_q_25,28.89146904,7.953594374
HoneyBee_2160p_120hz_q_29,31.14598143,7.64143097
HoneyBee_2160p_120hz_q_35,39.551362,8.350951992
HoneyBee_2160p_120hz_q_43,58.12421076,12.49489094
HoneyBee_2160p_120hz_q_51,76.45035352,7.53153573
HoneyBee_2160p_60hz_q_29,34.31188836,10.20061603
HoneyBee_2160p_60hz_q_33,35.78411866,8.570932618
HoneyBee_2160p_60hz_q_39,47.64176938,10.49378728
HoneyBee_2160p_60hz_q_45,65.21887021,9.720449299
HoneyBee_540p_120hz_q_17,38.05753287,8.335108688
HoneyBee_540p_120hz_q_25,42.48468867,12.1999216
HoneyBee_540p_120hz_q_29,51.07242466,11.60911702
HoneyBee_540p_60hz_q_19,41.95204999,7.250651138
HoneyBee_540p_60hz_q_23,43.5488116,9.577101289
HoneyBee_540p_60hz_q_27,46.88059141,10.8474212
HoneyBee_720p_120hz_q_19,33.78704618,8.132787335
HoneyBee_720p_120hz_q_27,38.409714,9.287172565
HoneyBee_720p_120hz_q_31,46.95509954,11.88312333
HoneyBee_720p_60hz_q_19,34.24060601,9.748556867
HoneyBee_720p_60hz_q_27,38.95159227,12.22047246
HoneyBee_720p_60hz_q_31,44.68717462,10.99380416
Jockey_1080p_120hz_q_27,30.85758893,9.107347385
Jockey_1080p_120hz_q_31,35.76911986,6.894883428
Jockey_1080p_120hz_q_35,41.95795429,8.777116251
Jockey_1080p_120hz_q_41,52.49460034,9.625837285
Jockey_1080p_60hz_q_25,30.63341665,7.92811568
Jockey_1080p_60hz_q_33,40.03364096,9.896095004
Jockey_1080p_60hz_q_37,48.00372875,9.876333098
Jockey_2160p_120hz_q_25,27.355267,7.650925879
Jockey_2160p_120hz_q_33,29.7449049,9.122239882
Jockey_2160p_120hz_q_39,36.90684717,9.362522764
Jockey_2160p_120hz_q_45,58.46348679,10.2999705
Jockey_2160p_120hz_q_51,65.54198628,12.47907653
Jockey_2160p_60hz_q_33,32.05106939,7.231390608
Jockey_2160p_60hz_q_37,40.90186998,8.41457957
Jockey_2160p_60hz_q_43,52.90529743,9.681295195
Jockey_2160p_60hz_q_47,63.51918502,10.52452493
Jockey_540p_120hz_q_23,35.29119075,10.00463991
Jockey_540p_120hz_q_29,43.15441957,11.20892712
Jockey_540p_120hz_q_33,49.64523971,7.967457921
Jockey_540p_60hz_q_21,38.65891196,7.07497428
Jockey_540p_60hz_q_25,38.74925224,10.36804921
Jockey_540p_60hz_q_31,45.71368915,9.529832439
Jockey_720p_120hz_q_23,33.59108008,9.133053928
Jockey_720p_120hz_q_27,34.3035659,9.150615075
Jockey_720p_120hz_q_31,39.71173089,9.595171154
Jockey_720p_120hz_q_35,49.77646842,9.0350764
Jockey_720p_60hz_q_21,34.11497493,8.235560036
Jockey_720p_60hz_q_29,41.87678226,11.32922604
Jockey_720p_60hz_q_33,45.68949203,12.18255028
Monkeys_1080p_30hz_q_27,34.86872733,7.781081824
Monkeys_1080p_30hz_q_33,48.92900801,7.983874948
Monkeys_1080p_30hz_q_37,61.46754626,8.591274803
Monkeys_1080p_30hz_q_41,73.28529614,8.952295908
Monkeys_1080p_60hz_q_29,35.19454396,7.005168066
Monkeys_1080p_60hz_q_37,57.59785315,9.704295552
Monkeys_1080p_60hz_q_43,76.60322969,6.496369505
Monkeys_2160p_30hz_q_33,34.18633154,6.736891395
Monkeys_2160p_30hz_q_39,49.32634717,10.40471188
Monkeys_2160p_30hz_q_43,65.56378454,11.04982075
Monkeys_2160p_30hz_q_49,81.14160801,5.498442707
Monkeys_2160p_60hz_q_27,26.93033011,4.550362012
Monkeys_2160p_60hz_q_35,32.47091223,6.843297921
Monkeys_2160p_60hz_q_41,51.63263011,11.74237953
Monkeys_2160p_60hz_q_45,67.68044461,9.824868228
Monkeys_2160p_60hz_q_51,80.69360012,6.962424007
Monkeys_540p_30hz_q_17,38.58117014,8.197081232
Monkeys_540p_30hz_q_25,46.67656696,12.0755487
Monkeys_540p_30hz_q_29,56.96697027,7.87520142
Monkeys_540p_30hz_q_33,71.80041912,6.133452186
Monkeys_540p_60hz_q_19,38.71125775,10.25272741
Monkeys_540p_60hz_q_27,52.47110638,9.57339505
Monkeys_540p_60hz_q_31,66.4142127,6.059419034
Monkeys_540p_60hz_q_35,71.09239876,10.02453199
Monkeys_720p_30hz_q_21,34.97423907,5.793664391
Monkeys_720p_30hz_q_31,55.40295178,9.876352813
Monkeys_720p_30hz_q_37,71.55052449,9.12080629
Monkeys_720p_60hz_q_23,35.58264481,10.12167299
Monkeys_720p_60hz_q_33,60.87812276,10.73903257
Monkeys_720p_60hz_q_39,76.55051189,8.049503524
Narrator_1080p_30hz_q_25,34.08607816,6.915079446
Narrator_1080p_30hz_q_29,37.28190514,7.392969375
Narrator_1080p_30hz_q_35,54.9067768,10.42721823
Narrator_1080p_30hz_q_39,63.79648293,10.48655062
Narrator_1080p_60hz_q_27,37.79611788,8.814695933
Narrator_1080p_60hz_q_31,46.90699349,9.124764457
Narrator_1080p_60hz_q_37,59.70499817,10.0421845
Narrator_1080p_60hz_q_41,72.93696142,6.895424621
Narrator_2160p_30hz_q_31,33.27844028,7.090142862
Narrator_2160p_30hz_q_37,41.95483002,11.53953736
Narrator_2160p_30hz_q_43,62.12786861,8.577002848
Narrator_2160p_30hz_q_47,70.48178337,7.488394378
Narrator_2160p_60hz_q_25,33.0593268,7.716964698
Narrator_2160p_60hz_q_33,33.5157896,7.805516212
Narrator_2160p_60hz_q_39,53.06174471,9.94674515
Narrator_2160p_60hz_q_45,70.15601014,7.446500951
Narrator_2160p_60hz_q_51,74.92536036,8.76502117
Narrator_540p_30hz_q_17,40.33405841,9.087978973
Narrator_540p_30hz_q_23,52.17264629,9.388764877
Narrator_540p_30hz_q_33,65.79245467,8.40814723
Narrator_540p_60hz_q_19,40.64096039,10.0807589
Narrator_540p_60hz_q_25,47.31232673,9.889719336
Narrator_540p_60hz_q_35,72.11806218,8.906505588
Narrator_720p_30hz_q_21,37.58816863,9.118811948
Narrator_720p_30hz_q_25,45.66706164,9.796677876
Narrator_720p_30hz_q_31,57.40486295,9.187713199
Narrator_720p_30hz_q_35,62.31733265,10.14705931
Narrator_720p_60hz_q_23,41.04548518,10.14169842
Narrator_720p_60hz_q_27,42.70777287,9.742584483
Narrator_720p_60hz_q_33,61.98670991,7.308366161
Narrator_720p_60hz_q_37,69.56664122,10.5214337
Ready_1080p_120hz_q_31,31.18858528,7.29976977
Ready_1080p_120hz_q_37,39.65144344,13.7200215
Ready_1080p_120hz_q_43,58.76792954,11.71711459
Ready_1080p_60hz_q_27,32.08348851,7.359154356
Ready_1080p_60hz_q_33,37.8510106,7.548866764
Ready_1080p_60hz_q_37,41.92130223,8.998379083
Ready_1080p_60hz_q_41,53.33804174,11.42458379
Ready_2160p_120hz_q_27,26.69226888,7.146953146
Ready_2160p_120hz_q_37,29.48276445,9.684393484
Ready_2160p_120hz_q_43,40.13838083,11.59977243
Ready_2160p_120hz_q_47,56.67088787,11.11213991
Ready_2160p_120hz_q_51,69.92799979,12.72698354
Ready_2160p_60hz_q_35,33.39568396,12.06613435
Ready_2160p_60hz_q_41,40.53503007,8.103384675
Ready_2160p_60hz_q_45,52.78188258,11.98728224
Ready_2160p_60hz_q_47,61.87472781,13.1176186
Ready_540p_120hz_q_25,37.28129648,11.39596223
Ready_540p_120hz_q_33,48.04142898,10.15870272
Ready_540p_120hz_q_37,60.97219572,12.13550794
Ready_540p_60hz_q_21,38.68765961,8.858891782
Ready_540p_60hz_q_27,46.24269568,10.98977168
Ready_540p_60hz_q_33,54.27058724,12.14960391
Ready_720p_120hz_q_27,34.93838803,8.703348413
Ready_720p_120hz_q_33,38.50755941,10.04342687
Ready_720p_120hz_q_39,53.21353601,14.26440336
Ready_720p_60hz_q_23,35.33702687,10.51378854
Ready_720p_60hz_q_29,38.56781234,9.948700139
Ready_720p_60hz_q_33,48.05012951,11.92216816
Ready_720p_60hz_q_37,53.49063465,9.918426452
Ritual_1080p_30hz_q_27,40.15050435,8.415263267
Ritual_1080p_30hz_q_31,45.23824059,9.936118225
Ritual_1080p_30hz_q_35,54.03530274,9.65527874
Ritual_1080p_30hz_q_39,63.2411144,9.173721562
Ritual_1080p_60hz_q_31,42.09644666,11.48067326
Ritual_1080p_60hz_q_37,54.31748332,13.03257588
Ritual_1080p_60hz_q_41,65.77750857,10.86321864
Ritual_2160p_30hz_q_33,41.32686542,10.19392356
Ritual_2160p_30hz_q_39,52.93193389,9.214116331
Ritual_2160p_30hz_q_43,61.78097222,10.60821011
Ritual_2160p_30hz_q_47,70.95431801,9.850788726
Ritual_2160p_60hz_q_29,29.88562894,7.426058848
Ritual_2160p_60hz_q_37,40.32282082,8.264338187
Ritual_2160p_60hz_q_41,50.25436196,10.16494702
Ritual_2160p_60hz_q_45,62.49919975,10.42917593
Ritual_2160p_60hz_q_49,76.26145742,7.200172443
Ritual_540p_30hz_q_21,45.46045858,9.360125959
Ritual_540p_30hz_q_29,56.4087218,11.21300315
Ritual_540p_30hz_q_33,61.19651705,12.20123374
Ritual_540p_60hz_q_23,44.13079687,9.148777113
Ritual_540p_60hz_q_31,57.8201729,10.91440744
Ritual_540p_60hz_q_35,66.28329443,7.218549464
Ritual_720p_30hz_q_23,41.60795313,11.56167979
Ritual_720p_30hz_q_31,53.01699428,9.075616977
Ritual_720p_30hz_q_35,64.17724255,7.240474559
Ritual_720p_60hz_q_27,41.44767689,10.06632376
Ritual_720p_60hz_q_33,54.77845914,9.45170777
Ritual_720p_60hz_q_37,66.26987097,7.572552138
SeaRock_1080p_30hz_q_25,41.28643408,10.76599714
SeaRock_1080p_30hz_q_29,45.3605423,11.93297148
SeaRock_1080p_30hz_q_35,61.60952755,9.090424986
SeaRock_1080p_30hz_q_39,72.36700825,10.25681331
SeaRock_1080p_60hz_q_27,37.05457762,8.226097416
SeaRock_1080p_60hz_q_31,50.38828208,8.297148735
SeaRock_1080p_60hz_q_37,65.90658768,12.09249122
SeaRock_1080p_60hz_q_41,78.17877091,7.596462106
SeaRock_2160p_30hz_q_31,38.74788578,8.325086629
SeaRock_2160p_30hz_q_37,50.43022588,9.632169858
SeaRock_2160p_30hz_q_43,68.36471411,6.873050525
SeaRock_2160p_30hz_q_47,78.8510289,6.640503241
SeaRock_2160p_60hz_q_27,29.98301691,6.741599675
SeaRock_2160p_60hz_q_33,37.15263734,8.920074792
SeaRock_2160p_60hz_q_39,53.75538996,9.066335178
SeaRock_2160p_60hz_q_45,71.9006259,9.137376323
SeaRock_2160p_60hz_q_51,82.12510261,9.303703145
SeaRock_540p_30hz_q_17,40.4964913,7.072548216
SeaRock_540p_30hz_q_23,45.23128002,9.815399009
SeaRock_540p_30hz_q_33,72.96956189,10.37763489
SeaRock_540p_60hz_q_19,37.38573627,10.08856121
SeaRock_540p_60hz_q_25,51.69318602,11.48613713
SeaRock_540p_60hz_q_33,73.19765416,9.200052908
SeaRock_720p_30hz_q_21,39.78647627,10.63134546
SeaRock_720p_30hz_q_25,45.82654142,9.615690483
SeaRock_720p_30hz_q_31,62.12010029,10.11773884
SeaRock_720p_30hz_q_35,71.65958985,8.799250647
SeaRock_720p_60hz_q_23,37.07576046,8.037193664
SeaRock_720p_60hz_q_27,47.80937589,11.08107527
SeaRock_720p_60hz_q_33,67.98308034,10.22937691
SeaRock_720p_60hz_q_37,77.29901719,8.78675859
Toddler_1080p_30hz_q_29,41.98538792,12.18698222
Toddler_1080p_30hz_q_33,47.86148188,12.44729929
Toddler_1080p_30hz_q_37,61.48299926,12.91939443
Toddler_1080p_30hz_q_41,71.44435149,11.34983386
Toddler_1080p_60hz_q_33,42.33619906,10.44280126
Toddler_1080p_60hz_q_37,55.34499401,12.23593295
Toddler_1080p_60hz_q_43,74.64596262,10.11973332
Toddler_2160p_30hz_q_35,41.12455655,9.086584613
Toddler_2160p_30hz_q_39,49.68315692,12.69341086
Toddler_2160p_30hz_q_43,60.81580212,10.52057375
Toddler_2160p_30hz_q_47,73.77473041,10.32158085
Toddler_2160p_60hz_q_35,35.98014398,8.507823877
Toddler_2160p_60hz_q_39,37.73094707,10.13750453
Toddler_2160p_60hz_q_43,51.93283965,14.02045374
Toddler_2160p_60hz_q_47,70.14037983,11.48068561
Toddler_2160p_60hz_q_51,81.25674021,6.586993236
Toddler_540p_30hz_q_19,50.08045164,11.79120195
Toddler_540p_30hz_q_25,56.44458932,10.97366092
Toddler_540p_30hz_q_33,72.27102279,11.91255459
Toddler_540p_60hz_q_25,48.32556709,9.070952948
Toddler_540p_60hz_q_29,53.98295615,11.12518654
Toddler_540p_60hz_q_37,77.75773804,7.190089322
Toddler_720p_30hz_q_23,43.41973884,13.2882676
Toddler_720p_30hz_q_29,50.58264007,10.26179317
Toddler_720p_30hz_q_33,62.41963166,9.961496703
Toddler_720p_30hz_q_37,72.08684904,11.59161258
Toddler_720p_60hz_q_29,46.05897327,9.481716425
Toddler_720p_60hz_q_33,57.32602617,10.68511034
Toddler_720p_60hz_q_37,69.93211076,9.852214155
Toddler_720p_60hz_q_39,73.21129493,9.758696156
Tunnel_1080p_30hz_q_29,41.03681318,11.88132642
Tunnel_1080p_30hz_q_33,46.61665847,12.78091018
Tunnel_1080p_30hz_q_37,50.14930179,10.50901131
Tunnel_1080p_30hz_q_41,66.49813952,11.18541231
Tunnel_1080p_60hz_q_31,35.6349442,8.658559974
Tunnel_1080p_60hz_q_35,42.96485504,10.3982605
Tunnel_1080p_60hz_q_39,57.81855517,10.34564272
Tunnel_1080p_60hz_q_43,66.9372057,9.461233956
Tunnel_2160p_30hz_q_35,40.52556435,10.43503122
Tunnel_2160p_30hz_q_39,45.39227919,10.1617798
Tunnel_2160p_30hz_q_47,65.19648724,9.373003816
Tunnel_2160p_60hz_q_27,30.29797242,8.042339527
Tunnel_2160p_60hz_q_37,34.4572246,10.20174289
Tunnel_2160p_60hz_q_41,46.75809618,10.20912765
Tunnel_2160p_60hz_q_47,65.5485211,10.10050088
Tunnel_2160p_60hz_q_51,71.40253813,8.365356608
Tunnel_540p_30hz_q_23,52.24305394,10.85838005
Tunnel_540p_30hz_q_27,56.59335611,12.15341722
Tunnel_540p_30hz_q_33,64.68267611,8.862912646
Tunnel_540p_60hz_q_25,51.30711006,11.45823477
Tunnel_540p_60hz_q_29,58.42563245,12.6215268
Tunnel_540p_60hz_q_35,66.25343588,11.87162454
Tunnel_720p_30hz_q_25,45.52048115,8.936497299
Tunnel_720p_30hz_q_29,48.70161401,10.55385906
Tunnel_720p_30hz_q_37,60.87042671,11.03881683
Tunnel_720p_60hz_q_27,44.034329,11.09803715
Tunnel_720p_60hz_q_31,50.75591936,10.04280506
Tunnel_720p_60hz_q_39,65.60997793,12.17350864
Yacht_1080p_120hz_q_33,36.27062066,8.458042782
Yacht_1080p_120hz_q_37,44.51049598,8.522328315
Yacht_1080p_120hz_q_43,63.29411161,7.789285092
Yacht_1080p_60hz_q_29,38.03222558,8.548673799
Yacht_1080p_60hz_q_35,40.60597353,7.004897154
Yacht_1080p_60hz_q_41,55.66044935,11.26636419
Yacht_2160p_120hz_q_31,29.9609098,8.838377994
Yacht_2160p_120hz_q_39,34.70509177,6.727471745
Yacht_2160p_120hz_q_43,46.99391108,9.678723872
Yacht_2160p_120hz_q_47,60.47237175,8.631567889
Yacht_2160p_120hz_q_51,71.93371655,7.761510553
Yacht_2160p_60hz_q_37,35.26043286,7.75052352
Yacht_2160p_60hz_q_41,45.03147897,10.83140608
Yacht_2160p_60hz_q_45,52.0461102,8.58255793
Yacht_2160p_60hz_q_49,66.19748847,8.917903686
Yacht_540p_120hz_q_25,40.92930423,8.804177635
Yacht_540p_120hz_q_31,47.60396035,7.810292827
Yacht_540p_120hz_q_37,62.97277133,8.964213077
Yacht_540p_60hz_q_23,41.88862086,7.892067484
Yacht_540p_60hz_q_27,44.18435971,8.541322963
Yacht_540p_60hz_q_35,58.18775064,8.944782295
Yacht_720p_120hz_q_29,40.14037132,8.09187293
Yacht_720p_120hz_q_33,42.25993119,11.11502946
Yacht_720p_120hz_q_39,61.16643174,7.788817099
Yacht_720p_60hz_q_25,38.8012596,7.59910449
Yacht_720p_60hz_q_31,39.54881482,10.48208311
Yacht_720p_60hz_q_37,57.25659842,8.914988118
